country,update,lat,long,confirmed,deaths,recovered,under30,thirties,fourties,fifties,sixties,seventies,eighties,total_pop,under30_frac,thirties_frac,fourties_frac,fifties_frac,sixties_frac,seventies_frac,eighties_frac,est_death_percent,deaths_per_conf_perc,deaths_per_10k,over_sixty,over_sixty_perc,relative_pop
Suriname,2020-04-15 22:56:32,3.9193,-56.0278,10,1,6,293500.0,84400.0,75400.0,61200.0,40000.0,20500.0,8200.0,583200.0,50.325788751714676,14.4718792866941,12.928669410150892,10.493827160493826,6.858710562414267,3.5150891632373114,1.4060356652949246,0.42463991769547327,10.0,0.017146776406035666,68700.0,11.779835390946502,0.0004375714616114824
Sweden,2020-04-15 22:56:32,60.128161,18.643501,11927,1203,381,3690437.0,1290686.0,1298352.0,1269914.0,1125099.0,933084.0,512670.0,10120242.0,36.465896764128765,12.75350925402772,12.829258430776655,12.548257245231884,11.117313202589424,9.219977150744024,5.065787952501531,1.0037312447666766,10.086358681982057,1.1887067522693628,2570853.0,25.40307830583498,0.007593156865229616
Switzerland,2020-04-15 22:56:32,46.8182,8.2275,26336,1239,15400,2756824.0,1207527.0,1214020.0,1284810.0,921658.0,694606.0,439383.0,8518828.0,32.361540812891164,14.174801979802856,14.251021384631782,15.082004238141678,10.819070416728687,8.153774204620635,5.157786963183198,0.9730128487158092,4.70458687727825,1.454425420961663,2055647.0,24.13063158453252,0.006391625547285359
Tanzania,2020-04-15 22:56:32,-6.369028,34.888822,88,4,11,31680825.0,5350630.0,3405033.0,1984867.0,1263553.0,769962.0,474053.0,44928923.0,70.51320816214535,11.90909917871835,7.578710489009496,4.417793411161893,2.812337611564826,1.7137334896721206,1.0551176577279628,0.2290030588981623,4.545454545454546,0.0008902951001073405,2507568.0,5.58118875896491,0.033709901415877486
Thailand,2020-04-15 22:56:32,15.870032,100.992541,2643,43,1497,27370497.599999998,11009765.8,10938077.6,8155120.8,4698749.6,2731023.9,1078423.0,65981658.3,41.481978939592665,16.686100476501668,16.57745179769148,12.359678447184466,7.12129661645682,4.139065265051091,1.6344284575218082,0.48518037064855046,1.6269390843738174,0.006516962608683025,8508196.5,12.894790339029718,0.04950564242434911
Timor-Leste,2020-04-15 22:56:32,-8.874217,125.727539,8,0,1,799482.0,121285.0,103194.0,62740.0,59418.0,28114.0,9410.0,1183643.0,67.5441835080341,10.24675514492123,8.7183382151544,5.3005847202239185,5.019925771537532,2.375209417028614,0.7950032231002084,0.2748405558094797,0.0,0.0,96942.0,8.190138411666355,0.0008880802426889572
Togo,2020-04-15 22:56:32,8.6195,0.8248,81,3,35,4249165.0,776388.0,520030.0,294183.0,169018.0,95330.0,73591.0,6177705.0,68.78225813631438,12.567579707998359,8.417850965690334,4.762011135203122,2.73593510858806,1.5431296897472442,1.191235256458507,0.23319601696746609,3.7037037037037033,0.004856172316418476,337939.0,5.47030005479381,0.004635095003865848
Trinidad & T.,2020-04-15 22:56:32,10.6918,-61.2225,114,8,19,622685.6714100001,202387.74692,186204.40923,163855.01756,105510.41768,52136.6625,23853.107930000002,1356633.03323,45.89934463909162,14.918385588631597,13.725481001053538,12.078064852208303,7.7773734750355334,3.8430925108662666,1.7582579331131478,0.48546427727544744,7.017543859649122,0.05896952089507097,181500.18811,13.378723919014945,0.0010178736269219305
Tunisia,2020-04-15 22:56:32,33.886917,9.537499,780,35,43,5298333.0,1800767.0,1410804.0,1185776.0,687727.0,387577.0,211769.0,10982753.0,48.24230318208922,16.39631702543069,12.84563169179895,10.796710078065127,6.261881697603506,3.528960361759934,1.9281959632525651,0.45693241940340457,4.487179487179487,0.03186814817741963,1287073.0,11.719038022616006,0.00824029369466374
Turkey,2020-04-15 22:56:32,38.9637,35.2433,69392,1518,5674,37727240.0,12202240.0,9660169.5,7382315.5,4515783.0,2585965.0,1102113.5,75175826.5,50.185334510422706,16.231600726065846,12.850100823301226,9.820065629740698,6.006961559644442,3.4398890180475767,1.4660477327775039,0.41193705199902253,2.1875720544154946,0.20192661267249254,8203861.5,10.912898310469524,0.05640397167259296
UAE,2020-04-15 22:56:32,23.424076,53.847818,5365,33,1034,2128164.0,1140967.0,567031.0,205985.0,41804.0,13681.0,5391.0,4103023.0,51.868195718132704,27.80796013085961,13.81983479010476,5.020322820515507,1.0188585343050722,0.3334370779788463,0.13139092810349834,0.10078990539414477,0.6150978564771669,0.08042850356919763,60876.0,1.4836865403874169,0.0030784735444710724
UK,2020-04-15 22:56:32,18.2206,-63.0686,99483,12894,368,24289770.0,8776124.0,8566903.0,8911564.0,7075336.0,5392688.0,3261191.0,66273576.0,36.650761081611165,13.242267174476899,12.926574235257803,13.446632184145308,10.67595326378646,8.13701074467447,4.920801316047893,0.9442838258795632,12.961008413497785,1.9455717916896471,15729215.0,23.73376532450882,0.04972466652355909
US,2020-04-15 22:56:51,34.22333378,-82.46170658,636350,28325,52096,127418000.0,43699605.0,40461436.0,42825549.0,37418544.0,22672489.0,12671811.0,327167434.0,38.94580779088177,13.356954408854763,12.367195446475886,13.089795789393879,11.437123659440994,6.929934536210594,3.873188368742104,0.8264969355110081,4.451166810717373,0.86576465309197,72762844.0,22.240246564393694,0.24547176318082684
Uganda,2020-04-15 22:56:32,1.373333,32.290275,55,0,12,26234569.0,3487576.0,2193541.0,1288387.0,741203.0,427709.0,261665.0,34634650.0,75.746597699125,10.069615255242944,6.333371349212421,3.7199365375426057,2.140062047689236,1.2349164781512156,0.7555006330365688,0.17088111760909952,0.0,0.0,1430577.0,4.130479158877021,0.025986170135291715
Ukraine,2020-04-15 22:56:32,48.3794,31.1656,3764,108,143,13740593.0,6885439.0,5934476.0,5976513.0,5076996.0,2924847.0,1677902.0,42216766.0,32.547715758236905,16.309726330055693,14.057154449016773,14.156728632411115,12.026018288563364,6.928164511701346,3.974492030014805,0.8514585698013911,2.869287991498406,0.02558225326876057,9679745.0,22.928674830279515,0.031674986287945704
Uruguay,2020-04-15 22:56:32,-32.5228,-55.7658,492,8,260,1484938.7599300004,482834.27867,460244.41153,402035.34898,330482.82632,218938.87806999998,139077.985712,3518552.489212001,42.20311518679548,13.72252595777343,13.080504353455707,11.426157495522768,9.392579116931502,6.222413300391961,3.9527045891291293,0.7655548493814445,1.6260162601626018,0.02273662258706745,688499.690102,19.567697006452594,0.002639948826236651
Uzbekistan,2020-04-15 22:56:32,41.377491,64.585262,1302,4,107,18184841.0,5102182.0,3733945.0,3007048.0,1538002.0,544093.0,278452.0,32388563.0,56.14587161523653,15.753036033120704,11.528591126441762,9.284289642612425,4.748595978154388,1.6798923743544907,0.8597232300797043,0.2697831700653098,0.30721966205837176,0.0012350038499701268,2360547.0,7.288211582588583,0.024300944532588444
Venezuela,2020-04-15 22:56:32,6.4238,-66.5897,197,9,111,16303737.0,4926625.0,4003970.0,3310635.0,2047451.0,1009231.0,463092.0,32064741.0,50.84630809898012,15.364618101858362,12.487142808981366,10.324845599095903,6.385365782308986,3.1474790331223947,1.4442405756528645,0.4042585499131273,4.568527918781726,0.002806821361819202,3519774.0,10.977085391084245,0.024057982828469868
Vietnam,2020-04-15 22:56:32,14.058324,108.277199,267,0,171,45001779.0,16086196.0,12941590.0,10770734.0,6677305.0,2812661.0,1918719.0,96208984.0,46.775027787425756,16.72005599809681,13.4515400349722,11.195143688452214,6.940417331504094,2.923491012024407,1.9943241475245181,0.44835988289825407,0.0,0.0,11408685.0,11.858232491053018,0.07218502357516414
West Bank/Gaza,2020-04-15 22:56:32,31.9522,35.2332,374,2,63,2570498.0,421552.0,293263.0,157239.0,88061.0,53354.0,21635.0,3605602.0,71.29178428456608,11.691584373427794,8.133537755969739,4.3609638556890085,2.442338339062381,1.4797528956329622,0.6000384956520437,0.1807361988372538,0.53475935828877,0.005546923925602437,163050.0,4.5221297303473875,0.0027052615520049453
Zambia,2020-04-15 22:56:32,-13.133897,27.849332,48,2,30,9726003.0,1523229.0,849402.0,479026.0,291494.0,156411.0,67101.0,13092666.0,74.28588646498736,11.634215674638,6.487616807760925,3.658735356114637,2.2263914774882365,1.1946459185623461,0.5125083004485107,0.15442301819965468,4.166666666666666,0.001527572764782971,515006.0,3.933545696499093,0.009823348762021537
Zimbabwe,2020-04-15 22:56:32,-19.015438,29.154857,23,3,1,9111669.0,1657488.0,872800.0,633199.0,393829.0,226766.0,137825.0,13033576.0,69.90920220206641,12.71706245469394,6.696550509238601,4.858213893101939,3.021649622482732,1.7398601887923928,1.0574611296239804,0.23512240232458076,13.043478260869565,0.00230174742526533,758420.0,5.8189709408991055,0.009779013889479318
